Client_ID,Age,Annual_Income,Spending_Score,Online_Purchases,Loyalty_Card,Income_Category,Monthly_Expenses
566,29,102601,84,1,False,High,5843.40718023552
567,20,39956,3,9,False,Medium,1542.6261469215674
568,18,114797,37,49,True,High,3363.9396645514544
569,50,134917,40,16,False,Very High,4286.893303901502
570,57,136303,72,36,False,Very High,2648.852037196924
571,27,146511,40,11,True,Very High,8481.457777158883
572,60,52533,56,5,False,Medium,961.555156441722
573,61,88815,23,21,True,High,3903.815672599046
574,46,49279,11,31,False,Medium,1730.3826575602732
575,30,119787,64,40,False,High,6732.609459507151
576,29,71063,8,19,True,High,1912.7783143925744
577,48,137896,93,0,False,Very High,5355.460194739833
578,63,107661,94,46,True,High,3958.139657176157
579,19,148051,56,5,True,Very High,6803.3533295025645
580,68,133257,60,18,True,Very High,2598.568311636821
581,67,96205,10,17,False,High,2380.228468912369
582,52,16910,39,5,False,Low,433.0121294904205
583,40,56857,28,44,True,Medium,2696.326561168081
584,34,44964,49,32,False,Medium,1103.7513475681476
585,43,147050,36,22,False,Very High,5964.665161673671
586,25,27153,13,22,False,Low,696.0714774192666
587,46,69765,96,25,True,Medium,3667.386026775365
588,43,118212,36,12,False,High,6610.934456088715
589,27,49071,26,6,True,Medium,1877.9736988912782
590,43,122990,86,14,False,Very High,3855.269569536951
591,51,79519,4,43,False,High,2100.818342150688
592,68,19503,95,26,True,Low,365.50328636266346
593,58,105457,82,25,False,High,2937.417188981636
594,24,55838,64,32,True,Medium,2452.7673950244443
595,21,135200,38,14,False,Very High,5259.375379708554
596,67,99489,88,35,True,High,5571.555113953799
597,62,36806,87,44,False,Medium,1221.1575384695636
598,28,80119,22,26,False,High,3651.634880167026
599,46,48714,2,4,False,Medium,1805.1028466876276
600,53,65419,31,1,True,Medium,2487.4926445644164
601,42,115432,11,32,True,High,3211.771861807604
602,38,102949,92,15,True,High,3667.346980212793
603,53,143533,46,22,False,Very High,5207.765957342705
604,27,86971,96,37,True,High,4010.241948292771
605,54,103471,62,15,True,High,5779.890056491099
606,26,74946,69,13,True,High,2277.48801925849
607,41,108989,64,28,True,High,2008.1244529252974
608,52,94080,10,25,True,High,3513.4768919625076
609,66,87794,40,34,True,High,3454.918258112671
610,52,40841,24,14,True,Medium,967.3200228657729
611,65,134447,99,2,True,Very High,6500.874371666597
612,53,130029,44,22,True,Very High,7503.372793397445
613,35,86272,60,28,True,High,4837.611516073081
614,66,47643,62,33,False,Medium,1185.3301253198026
615,56,53950,87,32,False,Medium,2866.910283026918
616,49,110500,17,40,True,High,5085.272784312132
617,41,135588,65,40,False,Very High,4823.806162227146
618,40,25997,95,22,False,Low,1018.877667477499
619,49,89751,95,6,True,High,4673.036054368774
620,54,108605,57,2,True,High,3982.793963309396
621,29,65533,55,31,True,Medium,2111.2749383152614
622,66,92566,53,30,False,High,3445.181143310141
623,30,118255,56,17,True,High,4824.458124006864
624,40,68005,98,42,False,Medium,1669.176076883192
625,42,53541,9,6,True,Medium,2902.1625327593724
626,52,33387,22,40,False,Medium,1494.3283191905962
627,58,103980,13,0,False,High,4476.63758436467
628,47,95457,89,13,True,High,1986.6838026052158
629,34,74028,48,31,True,High,3097.3745122933597
630,66,129246,18,5,False,Very High,2805.503406319841
631,37,65731,76,38,False,Medium,1311.0532036778657
632,65,54638,40,9,True,Medium,2111.1005298378786
633,42,30567,17,6,True,Medium,1022.4477257999671
634,39,67804,15,25,False,Medium,2793.553814903023
635,30,118821,15,33,True,High,2422.077801280381
636,36,13754,79,29,False,Low,476.2225436000497
637,66,37044,63,35,True,Medium,887.1832946722013
638,53,77260,39,20,True,High,4465.3063599373845
639,29,76912,13,16,True,High,3080.1660474505884
640,58,18706,81,32,False,Low,847.5664133649943
641,36,18894,32,9,True,Low,571.0855414673829
642,29,93986,9,46,False,High,1937.4388185188102
643,26,91942,40,41,True,High,5270.846619418497
644,24,39725,20,11,False,Medium,1135.9016741915398
645,45,146998,90,15,False,Very High,5045.756483506044
646,31,114555,91,40,True,High,5011.131731276603
647,48,19496,85,31,False,Low,344.99577148701775
648,69,66447,82,14,False,Medium,3350.7536852284234
649,36,111604,77,26,False,High,4355.244679998089
650,64,98199,80,27,False,High,2775.010398040469
651,33,51321,73,16,True,Medium,987.0909755497839
652,22,65147,63,45,True,Medium,1526.8785113713934
653,52,101396,76,49,True,High,5471.302214679295
654,29,48787,44,1,False,Medium,2207.660992215013
655,42,31727,38,35,False,Medium,859.1429967655669
656,69,105081,83,49,True,High,2038.5747492161938
657,38,132721,60,6,True,Very High,6031.148119802781
658,53,78056,71,12,False,High,3162.5940607558277
659,40,144153,99,14,True,Very High,4832.245958717832
660,33,90102,48,24,True,High,2866.788283121797
661,56,86865,18,22,False,High,2232.4821699409163
662,62,77695,16,21,True,High,3462.6436073617674
663,59,127235,55,25,False,Very High,7266.539438181379
664,56,118777,39,32,True,High,2849.2387397816947
665,31,29033,68,10,False,Low,1206.220284537921
666,48,36832,59,9,False,Medium,1264.8493322181582
667,22,125725,89,24,False,Very High,4435.414147556166
668,52,29873,96,36,False,Low,814.2225708024248
669,40,50372,62,47,False,Medium,2571.3539148673754
670,46,99464,13,42,True,High,3668.7943087875487
671,60,127322,81,37,True,Very High,5004.8466630661405
672,28,110082,6,40,True,High,3232.562116773134
673,35,15110,83,44,False,Low,366.2969131761505
674,64,22087,77,23,True,Low,447.17928100982067
675,29,92617,60,39,False,High,4299.432186460122
676,26,110483,90,45,False,High,2744.7396726549728
677,27,19596,14,32,True,Low,890.0465266951531
678,61,117539,95,16,False,High,3870.8357121630374
679,34,28313,54,23,True,Low,962.3763308508334
680,55,123175,4,36,False,Very High,4460.8724200511315
681,24,124914,39,1,False,Very High,3995.7308576768305
682,63,33705,72,31,True,Medium,703.058180511975
683,30,83445,25,23,False,High,2467.3010994036445
684,57,113892,77,8,True,High,5047.951408673085
685,59,12023,32,3,False,Low,533.9135774525098
686,26,129654,59,16,True,Very High,3707.155263787259
687,67,90073,63,16,False,High,3228.0009950804424
688,44,102197,38,49,True,High,2527.021931713999
689,19,74429,92,47,True,High,1892.8909856743396
690,22,114195,53,29,False,High,2012.910927524689
691,46,43848,94,39,True,Medium,2369.155946681449
692,54,37766,67,10,False,Medium,960.9978297174545
693,55,78099,28,20,False,High,2042.0736772858688
694,36,79122,3,20,True,High,2240.4760230728384
695,25,58868,98,17,True,Medium,1293.644098523605
696,65,129119,80,28,True,Very High,5591.191008895598
697,62,105286,22,23,True,High,2084.4125403439743
698,18,16643,96,9,True,Low,370.4471242228937
699,39,46727,38,44,False,Medium,2034.097815140636
700,69,119079,72,16,True,High,3669.918626096238
701,34,75697,72,17,False,High,3494.5136099083293
702,24,26029,62,41,True,Low,1038.3670282924636
703,42,119458,57,47,True,High,3265.2907204825933
704,62,120384,6,19,True,Very High,5270.95299965447
705,21,78926,78,36,False,High,1697.8090204498292
706,53,147069,32,44,True,Very High,5738.2057762165405
707,23,65506,99,17,False,Medium,2284.925990378335
708,48,88229,10,16,False,High,2455.2424307666656
709,36,52092,3,8,False,Medium,2179.1928475935847
710,61,72539,59,13,True,High,3842.5528106154898
711,56,23428,76,48,False,Low,1365.5641377520567
712,44,67775,49,28,True,Medium,2845.880068816067
713,27,15469,59,30,False,Low,518.6664654165805
714,43,38854,31,3,True,Medium,1012.1581946583458
715,36,147328,93,17,False,Very High,4033.693860766792
716,56,86256,69,19,True,High,3160.7611914702575
717,20,109134,62,46,True,High,3489.0035271487054
718,62,142723,52,42,True,Very High,7812.981254691662
719,30,94730,89,43,False,High,3032.52623545939
720,67,37386,41,8,False,Medium,1204.833311856802
721,45,43787,31,12,True,Medium,1429.5260706644394
722,37,31621,85,14,False,Medium,1629.2986530014882
723,45,87984,84,26,False,High,3852.1899842247417
724,25,44051,22,14,False,Medium,1861.4646677248973
725,58,59811,4,27,False,Medium,1829.5761796583822
726,56,40447,13,36,False,Medium,2052.5237600142364
727,18,138046,45,18,False,Very High,2521.4324001962136
728,20,94045,42,25,False,High,4979.671669689076
729,30,126859,49,25,True,Very High,4824.605814081588
730,45,13471,20,24,True,Low,448.05120474354305
731,66,130312,77,25,False,Very High,4871.319278536794
732,42,149401,81,25,True,Very High,6644.706153220204
733,50,56850,54,45,True,Medium,977.7381040642695
734,55,64220,36,27,True,Medium,3402.4608425728607
735,23,103808,97,48,False,High,3662.4306934802103
736,61,147469,1,17,False,Very High,4565.188737235451
737,62,63072,15,31,False,Medium,1414.509346486302
738,49,93820,77,2,False,High,3281.610059262877
739,62,33284,17,1,False,Medium,1243.050296642886
740,64,93369,24,32,True,High,3126.487009090063
741,38,35122,58,41,False,Medium,1578.5291589745118
742,33,140349,72,18,True,Very High,4800.500288117859
743,38,80553,91,16,False,High,4569.427922844792
744,28,104788,23,43,True,High,4363.012189070772
745,54,72812,46,32,False,High,3663.2868104452828
746,53,17999,72,11,False,Low,381.9957041694796
747,52,32436,8,48,False,Medium,1077.5391824163917
748,36,52963,59,2,False,Medium,1626.0693671560641
749,37,143168,90,42,False,Very High,5783.285606030815
750,35,118899,59,48,False,High,6247.714017574309
751,64,36201,13,25,True,Medium,721.5134092167668
752,58,15105,39,34,False,Low,297.42676351938985
753,66,127666,28,7,True,Very High,6650.960855402001
754,31,104848,89,35,False,High,2677.337742539571
755,32,12839,61,6,True,Low,571.7384597450483
756,48,78920,16,45,True,High,3100.4975919131143
757,18,53619,2,45,True,Medium,2754.4384026774314
758,20,52821,82,35,True,Medium,1155.6550544361946
759,33,135736,17,15,True,Very High,2996.2758598051823
760,40,27069,30,23,True,Low,1079.171508098896
761,28,17531,13,0,False,Low,983.4735071677334
762,29,148808,96,48,True,Very High,5053.257767818132
763,27,148782,93,24,False,Very High,4506.495815003917
764,49,77155,94,9,False,High,3236.2964471388696
765,33,72424,82,15,True,High,4014.8503935780554
766,25,55603,13,15,True,Medium,2865.7040954024833
767,55,142503,43,7,False,Very High,8285.858374179834
768,29,102573,85,28,True,High,1806.0053035340595
769,41,113302,94,38,True,High,2421.160563010225
770,45,141234,21,27,True,Very High,5940.465420471728
771,25,29675,55,5,True,Low,1509.191909884666
772,45,83997,81,15,True,High,2398.2695425308943
773,53,17896,40,19,True,Low,476.63840131084913
774,43,59733,83,15,True,Medium,2954.2343926848857
775,25,51800,15,6,False,Medium,985.0241678998916
776,67,106044,73,40,True,High,3399.5172283436523
777,45,15347,52,13,False,Low,579.2272557968535
778,45,143715,74,42,False,Very High,5750.68790559403
779,54,50785,95,25,False,Medium,2388.196697405049
780,58,28681,53,25,False,Low,902.0720914047796
781,53,113864,87,13,True,High,4804.512092584561
782,44,57299,52,6,False,Medium,2352.5427646041253
783,34,27073,30,32,False,Low,1068.9504455416206
784,26,112304,33,25,False,High,4868.768156376791
785,50,40682,57,44,False,Medium,1117.8212990579784
786,37,134302,52,19,False,Very High,2712.054037663452
787,30,125359,9,2,True,Very High,2712.3073973012583
788,45,148999,54,3,True,Very High,3877.5896013770257
789,65,76707,1,25,False,High,2877.1451266727618
790,46,75428,44,10,True,High,3898.504824507717
791,30,60601,99,1,True,Medium,2780.8115759957564
792,63,143611,75,13,False,Very High,7114.971258752507
793,52,121487,98,43,False,Very High,3801.4073176628776
794,23,38228,80,29,False,Medium,1281.679301489199
795,35,132788,9,48,True,Very High,4391.309594871728
796,68,107239,32,11,False,High,2644.662017598098
797,22,36928,15,25,True,Medium,709.6586979969096
798,64,28322,12,43,True,Low,1169.3635658771964
799,42,97896,97,32,True,High,5666.614851672571
800,19,72292,78,12,False,High,1707.3855429276834
801,27,39055,57,13,True,Medium,726.8864850485891
802,47,52891,8,23,False,Medium,2599.442090972901
803,67,91912,72,33,False,High,2499.186876933599
804,62,147660,27,43,False,Very High,7565.38351243389
805,22,100536,62,25,False,High,4624.390698207584
806,50,16304,12,20,False,Low,914.1608895031799
807,18,17345,65,27,True,Low,584.6184543416448
808,35,101006,42,47,True,High,4469.388566814614
809,49,139350,62,35,True,Very High,5021.563071097053
810,64,29446,11,39,True,Low,1264.4464492061404
811,66,12336,43,1,True,Low,436.693837687977
812,28,72032,95,41,False,High,1766.6815822674569
813,38,107852,17,8,False,High,4079.9396712831926
814,43,148593,97,22,True,Very High,5749.213010174744
815,42,28474,32,14,True,Low,1436.2805823066597
816,39,65718,93,12,True,Medium,3109.3395726392732
817,44,54629,85,22,False,Medium,2421.4113593457146
818,66,55232,85,16,False,Medium,1181.4748358983204
819,30,96544,40,47,False,High,4507.86579857657
820,50,60669,23,1,True,Medium,2275.8588971196687
821,51,79184,56,19,True,High,4269.665736126254
822,58,23140,6,19,True,Low,1272.5755589908647
823,52,136468,86,45,True,Very High,2588.096233593519
824,18,93457,50,2,False,High,4753.229096085354
825,38,24357,37,11,True,Low,444.20813910520786
826,65,121672,64,39,True,Very High,3889.2942790652
827,23,78673,54,1,True,High,3088.8985825848813
828,45,131673,72,35,False,Very High,3007.0865190679065
829,34,75633,49,13,False,High,3612.4646910848737
830,22,106111,99,15,True,High,1805.4552506004084
831,48,88258,11,18,False,High,2090.9756173621345
832,22,79286,88,33,False,High,3240.1440604901113
833,55,103269,49,43,False,High,4795.070381001214
834,20,84071,21,45,False,High,4612.14592860751
835,40,40651,66,5,False,Medium,1872.4810165747663
836,54,80202,63,12,True,High,3581.618376374198
837,54,58777,83,35,True,Medium,1945.3745649605412
838,27,77263,28,21,True,High,1291.8516070615524
839,27,110158,17,17,False,High,2387.4876509916103
840,36,20800,6,11,False,Low,809.9472721219005
841,34,47823,19,29,False,Medium,2142.3306887807366
842,38,73878,56,39,False,High,2516.3101799042856
843,31,28708,28,6,True,Low,1352.480544289876
844,26,73870,66,31,True,High,2837.4153231745013
845,63,19283,38,47,True,Low,380.9808158185468
846,18,88707,37,18,True,High,2188.16606560891
847,68,15774,68,5,True,Low,814.9888322270814
848,62,106468,86,19,True,High,4990.300429483784
849,30,106334,90,26,False,High,5736.550880291109
850,21,28133,49,42,False,Low,606.6849203966378
851,18,10781,43,36,True,Low,624.4995477368795
852,66,124586,36,47,False,Very High,3163.4810360069346
853,57,37624,58,6,True,Medium,645.5335860586925
854,49,16823,13,4,True,Low,979.5352543207476
855,51,28489,52,10,False,Low,808.4630801019094
856,45,39118,58,14,True,Medium,1740.78270597443
857,48,110417,32,2,True,High,2653.1471285168786
858,25,91816,81,4,True,High,3750.027621349849
859,56,23565,60,22,False,Low,1280.3993523250701
860,43,101179,83,36,False,High,3036.1337641350833
861,51,33648,58,8,False,Medium,1500.4960744141918
862,20,51971,99,14,False,Medium,1273.0807255601044
863,67,28658,56,2,True,Low,1223.6911056867177
864,29,31253,28,28,False,Medium,959.0117852230267
865,18,98664,1,5,False,High,2512.6771510550693
866,61,113850,42,16,False,High,3383.1573530253686
867,22,147924,82,25,True,Very High,3567.6869257478215
868,47,143623,48,20,False,Very High,7791.0457148333435
869,47,81947,40,7,False,High,2721.961407209573
870,34,71001,97,20,True,High,1908.978163853544
871,65,132775,63,10,True,Very High,4693.639628787104
872,64,43243,76,37,True,Medium,1298.2560608838871
873,40,85939,72,7,True,High,4097.926927227642
874,32,67828,88,41,False,Medium,3875.2960076403874
875,54,148311,80,23,True,Very High,5178.733735770195
876,38,16710,4,34,False,Low,877.9945047306722
877,31,47991,38,13,False,Medium,1931.363948466654
878,19,148043,27,13,False,Very High,3437.2849819810667
879,28,95445,9,9,False,High,4337.270317414735
880,68,90257,16,11,False,High,3435.1607252952144
881,56,47711,56,37,True,Medium,2088.561992953379
882,55,16530,76,43,False,Low,888.2722054087342
883,51,21116,31,45,False,Low,739.442349748878
884,55,75794,88,33,False,High,4109.22736558901
885,67,141354,14,40,True,Very High,6777.152826865376
886,51,142970,25,9,False,Very High,5293.4935938656445
887,35,14135,34,16,False,Low,590.8560369802215
888,47,147701,67,16,True,Very High,4465.377452257937
889,32,119472,24,2,False,High,6887.547358099618
890,44,135147,73,30,False,Very High,6010.38781803216
891,68,99087,26,0,True,High,1832.4772113888987
892,51,43380,20,11,False,Medium,1313.3690946395259
893,69,139951,64,38,False,Very High,5967.244929958911
894,55,27071,10,3,False,Low,514.7249234709675
895,50,30074,83,41,False,Medium,531.1622154054958
896,41,77843,67,12,False,High,2757.0182032317807
897,32,49901,24,33,True,Medium,1523.415527368497
898,47,21205,5,41,True,Low,740.67174930597
899,59,134661,67,20,True,Very High,3718.289325072974
900,68,15906,58,21,False,Low,374.26668678646064
901,34,143663,27,3,False,Very High,6519.566753911094
902,22,135576,80,17,False,Very High,5166.412235796804
903,46,72987,15,4,True,High,1825.1439756857308
904,21,90685,35,18,False,High,2718.998630016164
905,27,120454,76,1,False,Very High,4977.801237903261
906,34,115487,53,11,False,High,2272.347947664319
907,27,64400,44,16,True,Medium,1468.9989081975818
908,34,41852,26,9,True,Medium,825.2614592959371
909,37,62756,47,33,False,Medium,3170.007772158635
910,41,125357,34,5,False,Very High,6019.2735103232435
911,22,129052,87,7,False,Very High,6201.555853536745
912,51,66481,95,10,True,Medium,3092.2677149845754
913,23,11283,50,11,True,Low,502.74482230279716
914,19,43691,84,8,True,Medium,1596.5272406161598
915,30,142197,12,1,False,Very High,6175.367834009218
916,60,36170,87,7,True,Medium,660.6473931950435
917,60,18438,4,10,False,Low,784.7400427060747
918,65,30095,87,35,False,Medium,1477.009564505513
919,28,149076,48,9,True,Very High,5592.575955527639
920,68,19752,55,20,False,Low,623.433469295616
921,64,65426,1,19,True,Medium,1846.721731295369
922,40,36819,89,47,False,Medium,1599.7886952049048
923,33,102051,66,7,False,High,4646.727296724201
924,48,42994,30,35,True,Medium,2276.8325411870896
925,28,107756,3,28,False,High,3332.9563079027716
926,33,105665,21,41,False,High,5150.166285829078
927,25,141717,89,11,False,Very High,5676.685972360016
928,21,91835,84,13,False,High,4908.720380059225
929,57,132232,49,47,False,Very High,5111.935446006105
930,21,53732,86,49,False,Medium,2054.4202474783156
931,42,56305,85,20,False,Medium,2294.1403779387656
932,20,19346,62,21,False,Low,926.4439525243972
933,49,10587,97,20,True,Low,601.9990874732048
934,20,22763,38,43,True,Low,449.1551096672281
935,44,79615,15,49,False,High,1504.1748278900347
936,46,130987,52,29,False,Very High,7300.07108524896
937,49,101353,79,38,True,High,3926.903511381114
938,67,105648,46,19,False,High,4467.603070123652
939,68,35556,25,23,True,Medium,1307.3105657625908
940,36,69042,21,22,True,Medium,1420.1290767885523
941,38,28099,88,6,True,Low,1367.5893101744211
942,22,119089,5,8,False,High,5692.5764899564465
943,35,43866,70,0,False,Medium,1300.815745858487
944,45,115400,47,25,False,High,3395.8337041398913
945,59,94246,87,37,True,High,4860.899949367562
946,39,86975,68,37,True,High,1711.8030205021619
947,38,91557,91,43,True,High,4887.256002836754
948,23,147488,18,21,False,Very High,4035.404971640359
949,18,82516,21,43,True,High,3414.047060241347
950,22,42602,92,9,True,Medium,2371.5010005764057
951,58,139295,99,5,False,Very High,6257.378077147799
952,29,97969,86,16,True,High,3324.5364290659627
953,43,142161,23,49,True,Very High,6453.719694675114
954,63,10155,64,37,False,Low,314.79638361636415
955,51,133950,67,23,False,Very High,3779.9485362488954
956,66,77494,40,9,True,High,4509.773914177919
957,31,86229,10,7,False,High,4134.645451850079
958,43,114648,89,20,True,High,4990.627331952942
959,62,48547,52,5,False,Medium,1527.793596223678
960,44,38795,72,20,True,Medium,726.0497652945872
961,26,31447,75,38,False,Medium,564.8102325282308
962,43,97960,61,23,True,High,3894.6498243235133
963,64,73278,64,32,False,High,3547.976405512483
964,39,65077,5,17,False,Medium,2541.7427323547813
965,64,122782,53,27,False,Very High,6347.753029284515
966,47,112932,55,31,False,High,2039.4885514701546
967,60,119869,37,11,False,High,3829.5751937125424
968,65,149251,56,47,False,Very High,3961.8080397140525
969,34,58781,59,41,False,Medium,2075.1480142184914
970,43,63798,93,26,True,Medium,1255.6945472082762
971,53,108696,69,9,True,High,6132.862204675387
972,18,60939,73,45,False,Medium,1582.523370240241
973,25,39516,59,41,False,Medium,2177.1797523337223
974,66,60290,2,31,True,Medium,2074.712429881731
975,52,136688,65,41,True,Very High,7891.021780266217
976,69,96661,60,25,False,High,3842.5098918186422
977,32,82954,51,24,True,High,4599.912892284997
978,64,32746,30,10,True,Medium,553.064915990876
979,39,77990,11,22,False,High,3731.297687252016
980,31,68810,92,33,False,Medium,3735.954809999337
981,43,128362,76,39,False,Very High,2886.6504757730213
982,45,143669,39,22,True,Very High,2969.912708021103
983,40,12659,90,28,False,Low,434.9276930986255
984,31,96516,77,30,False,High,5363.389721013598
985,41,84567,72,6,True,High,3320.6168431510346
986,19,25037,63,39,False,Low,967.5303117583752
987,62,136498,64,32,True,Very High,3077.6097039842016
988,43,22109,61,20,True,Low,369.2106375316656
989,31,32010,54,1,True,Medium,1614.0243460317588
990,68,18787,92,17,True,Low,381.66930478426906
991,24,149544,94,46,True,Very High,6441.918220539804
992,20,71709,73,32,True,High,3927.909639034577
993,64,44518,95,36,False,Medium,1128.9985779161264
994,40,63909,58,33,False,Medium,2836.6884037943632
995,63,28351,85,19,False,Low,565.4826395097751
996,60,25282,56,34,True,Low,1057.3723977709387
997,64,15075,34,49,False,Low,354.2196122237305
998,62,38365,31,17,True,Medium,1815.869097881867
999,35,21002,52,45,False,Low,613.6358188859025
1000,55,23947,89,23,True,Low,861.4843536602025
1001,52,104840,76,7,False,High,4365.84575109066
1002,68,126219,1,29,True,Very High,3004.398275870087
1003,32,88610,55,43,False,High,4215.021962821141
1004,42,62142,22,9,True,Medium,1819.3115019938718
1005,54,66307,40,22,False,Medium,2935.1121214681225
1006,45,145565,1,48,True,Very High,3386.103011460597
1007,27,60085,65,10,False,Medium,2724.1478980588977
1008,56,44228,63,1,False,Medium,973.3625868442126
1009,34,53472,54,25,False,Medium,1838.8942736895233
1010,56,59437,42,35,True,Medium,1602.8328085340675
1011,39,69711,21,32,True,Medium,3335.5994588703347
1012,43,147888,79,46,True,Very High,4079.4596977713613
1013,61,87175,81,12,True,High,4655.571091042444
1014,42,74307,22,39,True,High,3999.6368520412984
1015,34,56733,38,24,False,Medium,1409.912714022263
1016,30,138202,99,3,True,Very High,5838.147387164896
1017,37,105028,80,41,False,High,2134.333686440184
1018,42,102493,8,18,False,High,3380.2921645612405
1019,21,135149,62,17,True,Very High,6269.346600848643
1020,27,18259,47,36,False,Low,806.0003776763592
1021,20,138775,17,29,True,Very High,5925.118141537584
1022,58,24849,17,18,True,Low,706.6857467145024
1023,62,91768,90,22,True,High,2974.9080649873417
1024,35,116108,13,15,False,High,2433.1696237025344
1025,64,99709,17,0,True,High,4649.026933442246
1026,53,64869,38,11,True,Medium,2443.0984316272134
1027,64,136888,81,23,True,Very High,6324.029578355498
1028,39,73095,78,33,False,High,1976.4386227094756
1029,51,127886,45,7,True,Very High,3860.229471134336
1030,64,80910,6,17,False,High,2475.223455738161
1031,25,33567,35,47,False,Medium,595.4539778327003
1032,57,45292,14,4,True,Medium,1398.4808440101917
1033,66,84813,72,25,False,High,4252.32794974104
1034,61,107136,61,29,False,High,5791.140485026833
1035,36,61631,15,12,True,Medium,2357.946375456577
1036,59,19885,54,18,True,Low,708.8188003930915
1037,58,76314,27,28,True,High,1369.9145813093226
1038,54,75087,13,2,False,High,4002.1506706780674
1039,23,105998,31,25,True,High,1824.0940251131524
1040,69,59812,35,39,False,Medium,3351.3413248972156
1041,43,68643,60,11,False,Medium,2543.269623279025
1042,51,54900,6,1,False,Medium,1697.1751540521868
1043,62,148923,69,10,False,Very High,8216.94091550306
1044,23,26288,86,43,False,Low,464.849601119926
1045,54,82692,58,27,True,High,3381.499475271439
1046,50,148440,49,17,True,Very High,5869.147664028403
1047,39,95436,23,12,False,High,2462.727575417061
1048,38,56403,89,36,False,Medium,1947.9890746019137
1049,23,101170,34,21,True,High,4435.7312283888
1050,23,19168,26,11,True,Low,900.2021159096994
1051,65,59879,47,1,False,Medium,999.7718659371372
1052,21,69871,5,36,False,Medium,3891.970250578722
1053,47,42174,90,6,True,Medium,992.0122106372696
1054,28,147653,20,25,True,Very High,3897.91882725975
1055,47,120155,6,25,False,Very High,3321.6521611393473
1056,48,81853,70,23,True,High,1493.203818216406
1057,41,74046,59,11,True,High,1613.74656430705
1058,26,59678,64,15,False,Medium,3447.2746125609046
1059,20,36649,18,22,False,Medium,1092.1657586725064
1060,68,137795,4,39,False,Very High,2958.5797393028874
1061,48,98668,17,8,True,High,2084.325573232406
1062,57,99906,14,31,False,High,4660.0319804181745
1063,54,106019,78,14,True,High,5542.004799669856
1064,53,88002,13,36,False,High,2408.8798442226816
1065,41,38803,7,12,False,Medium,680.5229919643385
1066,48,40795,44,4,True,Medium,1059.1232209365955
1067,23,18770,15,10,True,Low,357.0333131772973
1068,19,21093,19,9,False,Low,442.42122493072776
1069,37,141265,63,12,False,Very High,4894.291439594884
1070,45,110311,35,40,True,High,2895.288558671565
1071,28,27569,81,45,False,Low,1052.1546635444747
1072,21,21190,35,49,True,Low,576.9805263133276
1073,32,72824,19,14,True,High,4067.6370173133773
1074,23,52070,20,41,False,Medium,2833.354267080025
1075,66,50197,35,6,True,Medium,2022.115252217098
1076,47,12261,32,39,True,Low,385.41635690655585
1077,55,147788,48,27,True,Very High,4810.172308422896
1078,68,96795,44,31,False,High,3274.3017394571493
1079,19,38933,24,34,True,Medium,1829.1685728616571
1080,32,145450,61,14,False,Very High,5161.287162425624
1081,28,50583,17,47,False,Medium,2648.7154535044915
1082,25,122082,71,35,False,Very High,6837.074152331282
1083,43,95371,50,20,True,High,2924.4966914125953
1084,68,121032,65,5,True,Very High,4844.782269577554
1085,62,52604,99,0,False,Medium,1085.081419314176
1086,61,105074,32,3,False,High,2628.9035302084335
1087,22,83869,36,10,True,High,2842.6900161756007
1088,23,15410,13,43,False,Low,389.2326605019339
1089,43,93375,70,25,False,High,4966.618159474854
1090,21,106055,58,36,True,High,2467.0437035978184
1091,36,147868,14,22,False,Very High,5271.868931725525
1092,37,96716,37,28,True,High,4052.8003225132215
1093,50,64245,79,20,True,Medium,2922.78319915806
1094,37,53056,68,47,False,Medium,1731.105353342064
1095,66,68557,40,44,True,Medium,3625.23436894005
1096,29,27543,59,44,True,Low,1111.2672657558041
1097,64,106038,80,48,True,High,3709.1552509623953
1098,18,13828,92,26,False,Low,269.20847865298174
1099,43,126656,16,38,False,Very High,4563.25455480795
1100,31,27087,62,39,False,Low,1377.7529883406535
1101,55,41337,4,12,True,Medium,1747.4200862589382
1102,54,146554,45,22,True,Very High,7524.0973434923835
1103,28,75333,90,15,False,High,2806.190882552395
1104,53,146535,28,29,False,Very High,3165.532748167496
1105,30,80448,96,3,True,High,1386.5207632418735
1106,60,14648,66,39,False,Low,429.19833001391345
1107,20,140576,31,15,False,Very High,6431.296188386403
1108,50,43623,3,30,False,Medium,2163.446157902021
1109,23,45634,8,41,False,Medium,1322.9160356276714
1110,67,124598,24,24,False,Very High,4649.8619680921165
1111,27,59334,15,43,True,Medium,2030.0112114871583
1112,22,78648,43,11,False,High,2656.083164319629
1113,40,32054,31,25,False,Medium,843.2188188715677
1114,27,80028,73,36,True,High,1788.529449720729
1115,61,32207,45,47,True,Medium,800.7311831230284
1116,19,91554,66,32,True,High,1736.9792239313747
1117,30,93276,8,27,True,High,2324.635128097332
1118,57,62781,71,8,False,Medium,1070.4183980757896
1119,19,71035,57,11,False,High,3040.470853715696
1120,37,18210,80,4,False,Low,543.5498403554044
1121,18,54363,99,27,False,Medium,3110.344414470876
1122,54,88279,30,34,True,High,2183.8644802283666
1123,26,144393,74,4,True,Very High,4487.184364696383
1124,34,91348,18,33,False,High,2884.4697566494488
1125,26,123816,69,45,False,Very High,2107.201268186234
1126,28,133053,93,33,False,Very High,6870.01399065663
1127,32,76262,39,12,False,High,1372.6983966469372
1128,41,144832,60,38,True,Very High,8087.538575979395
